perturbation,cell_line,dose_value,time,n_cells,scaffold,smiles
AMG-900,A549,10000.0,24.0,180,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,K562,10.0,24.0,202,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,K562,100.0,24.0,209,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,K562,1000.0,24.0,223,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,K562,10000.0,24.0,213,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,MCF7,10.0,24.0,425,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,MCF7,100.0,24.0,419,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,MCF7,1000.0,24.0,358,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AMG-900,MCF7,10000.0,24.0,412,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
AR-42,A549,10.0,24.0,213,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,A549,100.0,24.0,228,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,A549,1000.0,24.0,168,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,A549,10000.0,24.0,122,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,K562,10.0,24.0,256,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,K562,100.0,24.0,192,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,K562,1000.0,24.0,137,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,K562,10000.0,24.0,104,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,MCF7,10.0,24.0,506,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,MCF7,100.0,24.0,496,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,MCF7,1000.0,24.0,450,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AR-42,MCF7,10000.0,24.0,457,O=C(Cc1ccccc1)Nc1ccccc1,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
AT9283,A549,10.0,24.0,113,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,10.0,72.0,241,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,100.0,24.0,105,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,100.0,72.0,204,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,1000.0,24.0,149,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,1000.0,72.0,173,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,10000.0,24.0,107,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,A549,10000.0,72.0,208,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,K562,10.0,24.0,215,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,K562,100.0,24.0,184,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,K562,1000.0,24.0,160,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,K562,10000.0,24.0,87,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,MCF7,10.0,24.0,404,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,MCF7,100.0,24.0,286,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,MCF7,1000.0,24.0,311,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AT9283,MCF7,10000.0,24.0,363,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AZ 960,A549,10.0,24.0,183,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,A549,100.0,24.0,246,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,A549,1000.0,24.0,209,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,A549,10000.0,24.0,131,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,K562,10.0,24.0,249,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,K562,100.0,24.0,241,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,K562,1000.0,24.0,180,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,K562,10000.0,24.0,154,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,MCF7,10.0,24.0,641,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,MCF7,100.0,24.0,545,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,MCF7,1000.0,24.0,401,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZ 960,MCF7,10000.0,24.0,279,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F
AZD1480,A549,10.0,24.0,221,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,A549,100.0,24.0,214,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,A549,1000.0,24.0,168,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,A549,10000.0,24.0,155,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,K562,10.0,24.0,273,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,K562,100.0,24.0,239,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,K562,1000.0,24.0,209,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,K562,10000.0,24.0,113,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,MCF7,10.0,24.0,529,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,MCF7,100.0,24.0,516,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,MCF7,1000.0,24.0,362,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD1480,MCF7,10000.0,24.0,252,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
Abexinostat (PCI-24781),A549,10.0,24.0,208,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,10.0,72.0,470,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,100.0,24.0,209,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,100.0,72.0,407,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,1000.0,24.0,198,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,1000.0,72.0,215,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,10000.0,24.0,157,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),A549,10000.0,72.0,70,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),K562,10.0,24.0,223,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),K562,100.0,24.0,198,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),K562,1000.0,24.0,126,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),K562,10000.0,24.0,96,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),MCF7,10.0,24.0,486,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),MCF7,100.0,24.0,456,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),MCF7,1000.0,24.0,450,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Abexinostat (PCI-24781),MCF7,10000.0,24.0,536,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO
Alendronate sodium trihydrate,A549,10.0,24.0,248,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,A549,100.0,24.0,225,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,A549,1000.0,24.0,178,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,A549,10000.0,24.0,188,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,K562,10.0,24.0,305,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,K562,100.0,24.0,249,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,K562,1000.0,24.0,253,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,K562,10000.0,24.0,273,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,MCF7,10.0,24.0,419,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,MCF7,100.0,24.0,297,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,MCF7,1000.0,24.0,213,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alendronate sodium trihydrate,MCF7,10000.0,24.0,323,,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
Alisertib (MLN8237),A549,10.0,24.0,166,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,10.0,72.0,352,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,100.0,24.0,120,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,100.0,72.0,229,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,1000.0,24.0,126,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,1000.0,72.0,210,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,10000.0,24.0,85,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),A549,10000.0,72.0,174,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),K562,10.0,24.0,125,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),K562,100.0,24.0,184,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),K562,1000.0,24.0,204,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),K562,10000.0,24.0,125,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),MCF7,10.0,24.0,443,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),MCF7,100.0,24.0,309,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),MCF7,1000.0,24.0,388,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alisertib (MLN8237),MCF7,10000.0,24.0,273,c1ccc(Nc2ncc3c(n2)-c2ccccc2C(c2ccccc2)=NC3)cc1,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Altretamine,A549,10.0,24.0,265,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,A549,100.0,24.0,316,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,A549,1000.0,24.0,298,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,A549,10000.0,24.0,243,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,K562,10.0,24.0,279,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,K562,100.0,24.0,280,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,K562,1000.0,24.0,268,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,K562,10000.0,24.0,238,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,MCF7,10.0,24.0,470,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,MCF7,100.0,24.0,504,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,MCF7,1000.0,24.0,430,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Altretamine,MCF7,10000.0,24.0,379,c1ncncn1,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
Alvespimycin (17-DMAG) HCl,A549,10.0,24.0,230,O=C1C=C2CCCCCC/C=C/CC/C=C\C=C\C(=O)NC(=C1)C2=O,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC.Cl
Alvespimycin (17-DMAG) HCl,A549,100.0,24.0,128,O=C1C=C2CCCCCC/C=C/CC/C=C\C=C\C(=O)NC(=C1)C2=O,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC.Cl
Alvespimycin (17-DMAG) HCl,A549,1000.0,24.0,88,O=C1C=C2CCCCCC/C=C/CC/C=C\C=C\C(=O)NC(=C1)C2=O,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC.Cl
Alvespimycin (17-DMAG) HCl,A549,10000.0,24.0,95,O=C1C=C2CCCCCC/C=C/CC/C=C\C=C\C(=O)NC(=C1)C2=O,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC.Cl
Alvespimycin (17-DMAG) HCl,K562,10.0,24.0,249,O=C1C=C2CCCCCC/C=C/CC/C=C\C=C\C(=O)NC(=C1)C2=O,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)/C)OC)OC(=O)N)\C)C)O)OC.Cl
