sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
Curcumin__A549__100nM__24h,Curcumin,Curcumin,A549,100.0,24.0,222,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,train,train,train
Curcumin__A549__1000nM__24h,Curcumin,Curcumin,A549,1000.0,24.0,217,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,test,train,train,train
Curcumin__A549__10000nM__24h,Curcumin,Curcumin,A549,10000.0,24.0,260,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,train,train,train
Curcumin__K562__10nM__24h,Curcumin,Curcumin,K562,10.0,24.0,288,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,train,train,train
Curcumin__K562__100nM__24h,Curcumin,Curcumin,K562,100.0,24.0,231,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,train,train,train
Curcumin__K562__1000nM__24h,Curcumin,Curcumin,K562,1000.0,24.0,268,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,train,train,train
Curcumin__K562__10000nM__24h,Curcumin,Curcumin,K562,10000.0,24.0,255,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,train,train,train
Curcumin__MCF7__10nM__24h,Curcumin,Curcumin,MCF7,10.0,24.0,582,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,test,train,excluded
Curcumin__MCF7__100nM__24h,Curcumin,Curcumin,MCF7,100.0,24.0,579,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,test,test,train,excluded
Curcumin__MCF7__1000nM__24h,Curcumin,Curcumin,MCF7,1000.0,24.0,470,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,train,test,train,excluded
Curcumin__MCF7__10000nM__24h,Curcumin,Curcumin,MCF7,10000.0,24.0,512,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,969516,test,test,train,excluded
Cyclocytidine HCl__A549__10nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,A549,10.0,24.0,231,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__A549__100nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,A549,100.0,24.0,176,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__A549__1000nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,A549,1000.0,24.0,163,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__A549__10000nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,A549,10000.0,24.0,164,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__K562__10nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,K562,10.0,24.0,213,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__K562__100nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,K562,100.0,24.0,274,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__K562__1000nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,K562,1000.0,24.0,225,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__K562__10000nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,K562,10000.0,24.0,245,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,train,train,train
Cyclocytidine HCl__MCF7__10nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,MCF7,10.0,24.0,536,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,test,train,excluded
Cyclocytidine HCl__MCF7__100nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,MCF7,100.0,24.0,557,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,test,train,excluded
Cyclocytidine HCl__MCF7__1000nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,MCF7,1000.0,24.0,399,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,train,test,train,excluded
Cyclocytidine HCl__MCF7__10000nM__24h,Cyclocytidine HCl,Cyclocytidine HCl,MCF7,10000.0,24.0,248,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,25050,test,test,train,excluded
Dacinostat (LAQ824)__A549__10nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),A549,10.0,24.0,231,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,train,train,train
Dacinostat (LAQ824)__A549__100nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),A549,100.0,24.0,175,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,train,train,train
Dacinostat (LAQ824)__A549__1000nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),A549,1000.0,24.0,115,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,train,train,train
Dacinostat (LAQ824)__A549__10000nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),A549,10000.0,24.0,108,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,train,train,train
Dacinostat (LAQ824)__K562__10nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),K562,10.0,24.0,158,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,train,train,train
Dacinostat (LAQ824)__K562__100nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),K562,100.0,24.0,127,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,train,train,train
Dacinostat (LAQ824)__K562__1000nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),K562,1000.0,24.0,116,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,test,train,train,train
Dacinostat (LAQ824)__MCF7__10nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),MCF7,10.0,24.0,490,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,test,test,train,excluded
Dacinostat (LAQ824)__MCF7__100nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),MCF7,100.0,24.0,355,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,test,test,train,excluded
Dacinostat (LAQ824)__MCF7__1000nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),MCF7,1000.0,24.0,397,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,test,train,excluded
Dacinostat (LAQ824)__MCF7__10000nM__24h,Dacinostat (LAQ824),Dacinostat (LAQ824),MCF7,10000.0,24.0,473,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,6445533,train,test,train,excluded
Danusertib (PHA-739358)__A549__10nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),A549,10.0,24.0,214,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__A549__100nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),A549,100.0,24.0,149,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__A549__1000nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),A549,1000.0,24.0,140,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__A549__10000nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),A549,10000.0,24.0,116,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__K562__10nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),K562,10.0,24.0,192,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__K562__100nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),K562,100.0,24.0,155,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__K562__1000nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),K562,1000.0,24.0,152,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,test,train,test,excluded
Danusertib (PHA-739358)__K562__10000nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),K562,10000.0,24.0,149,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,train,test,excluded
Danusertib (PHA-739358)__MCF7__10nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),MCF7,10.0,24.0,416,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,test,test,test
Danusertib (PHA-739358)__MCF7__100nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),MCF7,100.0,24.0,385,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,test,test,test,test
Danusertib (PHA-739358)__MCF7__1000nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),MCF7,1000.0,24.0,411,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,test,test,test
Danusertib (PHA-739358)__MCF7__10000nM__24h,Danusertib (PHA-739358),Danusertib (PHA-739358),MCF7,10000.0,24.0,320,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,11442891,train,test,test,test
Daphnetin__A549__10nM__24h,Daphnetin,Daphnetin,A549,10.0,24.0,257,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,train,train,train
Daphnetin__A549__100nM__24h,Daphnetin,Daphnetin,A549,100.0,24.0,273,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,train,train,train
Daphnetin__A549__1000nM__24h,Daphnetin,Daphnetin,A549,1000.0,24.0,264,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,train,train,train
Daphnetin__A549__10000nM__24h,Daphnetin,Daphnetin,A549,10000.0,24.0,251,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,train,train,train
Daphnetin__K562__10nM__24h,Daphnetin,Daphnetin,K562,10.0,24.0,251,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,train,train,train
Daphnetin__K562__100nM__24h,Daphnetin,Daphnetin,K562,100.0,24.0,236,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,test,train,train,train
Daphnetin__K562__1000nM__24h,Daphnetin,Daphnetin,K562,1000.0,24.0,235,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,train,train,train
Daphnetin__K562__10000nM__24h,Daphnetin,Daphnetin,K562,10000.0,24.0,200,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,test,train,train,train
Daphnetin__MCF7__10nM__24h,Daphnetin,Daphnetin,MCF7,10.0,24.0,571,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,test,train,excluded
Daphnetin__MCF7__100nM__24h,Daphnetin,Daphnetin,MCF7,100.0,24.0,559,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,test,test,train,excluded
Daphnetin__MCF7__1000nM__24h,Daphnetin,Daphnetin,MCF7,1000.0,24.0,586,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,test,train,excluded
Daphnetin__MCF7__10000nM__24h,Daphnetin,Daphnetin,MCF7,10000.0,24.0,505,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,O=c1ccc2ccccc2o1,5280569,train,test,train,excluded
Dasatinib__A549__10nM__24h,Dasatinib,Dasatinib,A549,10.0,24.0,248,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,test,train,train,train
Dasatinib__A549__100nM__24h,Dasatinib,Dasatinib,A549,100.0,24.0,209,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__A549__1000nM__24h,Dasatinib,Dasatinib,A549,1000.0,24.0,165,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__A549__10000nM__24h,Dasatinib,Dasatinib,A549,10000.0,24.0,169,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__K562__10nM__24h,Dasatinib,Dasatinib,K562,10.0,24.0,127,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__K562__100nM__24h,Dasatinib,Dasatinib,K562,100.0,24.0,134,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__K562__1000nM__24h,Dasatinib,Dasatinib,K562,1000.0,24.0,115,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__K562__10000nM__24h,Dasatinib,Dasatinib,K562,10000.0,24.0,134,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,train,train,train
Dasatinib__MCF7__10nM__24h,Dasatinib,Dasatinib,MCF7,10.0,24.0,450,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,test,train,excluded
Dasatinib__MCF7__100nM__24h,Dasatinib,Dasatinib,MCF7,100.0,24.0,518,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,test,train,excluded
Dasatinib__MCF7__1000nM__24h,Dasatinib,Dasatinib,MCF7,1000.0,24.0,394,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,test,train,excluded
Dasatinib__MCF7__10000nM__24h,Dasatinib,Dasatinib,MCF7,10000.0,24.0,264,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,3062316,train,test,train,excluded
Decitabine__A549__10nM__24h,Decitabine,Decitabine,A549,10.0,24.0,191,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__A549__100nM__24h,Decitabine,Decitabine,A549,100.0,24.0,157,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__A549__1000nM__24h,Decitabine,Decitabine,A549,1000.0,24.0,201,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__A549__10000nM__24h,Decitabine,Decitabine,A549,10000.0,24.0,201,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__K562__10nM__24h,Decitabine,Decitabine,K562,10.0,24.0,246,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,test,train,test,excluded
Decitabine__K562__100nM__24h,Decitabine,Decitabine,K562,100.0,24.0,224,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__K562__1000nM__24h,Decitabine,Decitabine,K562,1000.0,24.0,203,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__K562__10000nM__24h,Decitabine,Decitabine,K562,10000.0,24.0,215,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,train,test,excluded
Decitabine__MCF7__10nM__24h,Decitabine,Decitabine,MCF7,10.0,24.0,439,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,test,test,test
Decitabine__MCF7__100nM__24h,Decitabine,Decitabine,MCF7,100.0,24.0,338,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,test,test,test
Decitabine__MCF7__1000nM__24h,Decitabine,Decitabine,MCF7,1000.0,24.0,358,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,test,test,test
Decitabine__MCF7__10000nM__24h,Decitabine,Decitabine,MCF7,10000.0,24.0,454,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,O=c1ncncn1[C@H]1CCCO1,451668,train,test,test,test
Disulfiram __A549__10nM__24h,Disulfiram ,Disulfiram ,A549,10.0,24.0,262,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,train,train,train
Disulfiram __A549__100nM__24h,Disulfiram ,Disulfiram ,A549,100.0,24.0,205,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,train,train,train
Disulfiram __A549__1000nM__24h,Disulfiram ,Disulfiram ,A549,1000.0,24.0,249,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,train,train,train
Disulfiram __A549__10000nM__24h,Disulfiram ,Disulfiram ,A549,10000.0,24.0,247,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,test,train,train,train
Disulfiram __K562__10nM__24h,Disulfiram ,Disulfiram ,K562,10.0,24.0,234,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,train,train,train
Disulfiram __K562__100nM__24h,Disulfiram ,Disulfiram ,K562,100.0,24.0,278,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,train,train,train
Disulfiram __K562__1000nM__24h,Disulfiram ,Disulfiram ,K562,1000.0,24.0,279,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,test,train,train,train
Disulfiram __K562__10000nM__24h,Disulfiram ,Disulfiram ,K562,10000.0,24.0,242,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,test,train,train,train
Disulfiram __MCF7__10nM__24h,Disulfiram ,Disulfiram ,MCF7,10.0,24.0,409,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,test,train,excluded
Disulfiram __MCF7__100nM__24h,Disulfiram ,Disulfiram ,MCF7,100.0,24.0,293,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,test,train,excluded
Disulfiram __MCF7__1000nM__24h,Disulfiram ,Disulfiram ,MCF7,1000.0,24.0,324,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,test,train,excluded
Disulfiram __MCF7__10000nM__24h,Disulfiram ,Disulfiram ,MCF7,10000.0,24.0,449,CCN(CC)C(=S)SSC(=S)N(CC)CC,,3117,train,test,train,excluded
Divalproex Sodium__A549__10nM__24h,Divalproex Sodium,Divalproex Sodium,A549,10.0,24.0,184,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],,23663956,train,train,train,train
Divalproex Sodium__A549__100nM__24h,Divalproex Sodium,Divalproex Sodium,A549,100.0,24.0,220,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],,23663956,train,train,train,train
Divalproex Sodium__A549__1000nM__24h,Divalproex Sodium,Divalproex Sodium,A549,1000.0,24.0,134,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],,23663956,train,train,train,train
